track_id,frame,timestamp,x,y,width,height
person_6,11410,2025-03-18 09:31:17.954148,780,143,1280,720
person_6,11420,2025-03-18 09:31:18.287770,780,143,1280,720
person_6,11430,2025-03-18 09:31:18.621393,780,143,1280,720
person_6,11440,2025-03-18 09:31:18.955015,780,143,1280,720
person_7,11450,2025-03-18 09:31:19.288638,780,145,1280,720
person_7,11460,2025-03-18 09:31:19.622260,780,145,1280,720
person_7,11470,2025-03-18 09:31:19.955883,780,145,1280,720
person_7,11480,2025-03-18 09:31:20.289505,780,145,1280,720
person_7,11490,2025-03-18 09:31:20.623128,780,145,1280,720
person_8,11850,2025-03-18 09:31:32.633538,1166,486,1280,720
person_8,11860,2025-03-18 09:31:32.967160,1166,486,1280,720
person_8,11870,2025-03-18 09:31:33.300783,1166,486,1280,720
person_8,11880,2025-03-18 09:31:33.634405,1166,486,1280,720
person_8,11890,2025-03-18 09:31:33.968028,1166,486,1280,720
person_9,12150,2025-03-18 09:31:42.642212,1166,486,1280,720
person_9,12160,2025-03-18 09:31:42.975835,1166,486,1280,720
person_9,12170,2025-03-18 09:31:43.309457,1166,486,1280,720
person_9,12180,2025-03-18 09:31:43.643080,1166,486,1280,720
person_9,12190,2025-03-18 09:31:43.976702,1166,486,1280,720
person_10,12850,2025-03-18 09:32:05.995787,1166,486,1280,720
person_10,12860,2025-03-18 09:32:06.329410,1166,486,1280,720
person_10,12870,2025-03-18 09:32:06.663032,1166,486,1280,720
person_10,12880,2025-03-18 09:32:06.996655,1166,486,1280,720
person_10,12890,2025-03-18 09:32:07.330277,1166,486,1280,720
person_11,15150,2025-03-18 09:33:22.728961,1166,486,1280,720
person_11,15160,2025-03-18 09:33:23.062584,1166,486,1280,720
person_11,15170,2025-03-18 09:33:23.396206,1166,486,1280,720
person_11,15180,2025-03-18 09:33:23.729829,1166,486,1280,720
person_11,15190,2025-03-18 09:33:24.063451,1166,486,1280,720
person_12,16050,2025-03-18 09:33:52.754986,1168,482,1280,720
person_12,16060,2025-03-18 09:33:53.088608,1168,482,1280,720
person_12,16070,2025-03-18 09:33:53.422231,1168,482,1280,720
person_12,16080,2025-03-18 09:33:53.755853,1168,482,1280,720
person_12,16090,2025-03-18 09:33:54.089476,1168,482,1280,720
person_13,16350,2025-03-18 09:34:02.763661,1164,486,1280,720
person_13,16360,2025-03-18 09:34:03.097283,1164,486,1280,720
person_13,16370,2025-03-18 09:34:03.430906,1164,486,1280,720
person_13,16380,2025-03-18 09:34:03.764528,1164,486,1280,720
person_13,16390,2025-03-18 09:34:04.098151,1164,486,1280,720
person_14,16400,2025-03-18 09:34:04.431773,1166,483,1280,720
person_14,16410,2025-03-18 09:34:04.765396,1166,483,1280,720
person_14,16420,2025-03-18 09:34:05.099018,1166,483,1280,720
person_14,16430,2025-03-18 09:34:05.432641,1166,483,1280,720
person_14,16440,2025-03-18 09:34:05.766263,1166,483,1280,720
person_15,16500,2025-03-18 09:34:07.767998,1166,490,1280,720
person_15,16510,2025-03-18 09:34:08.101621,1166,490,1280,720
person_15,16520,2025-03-18 09:34:08.435243,1166,490,1280,720
person_15,16530,2025-03-18 09:34:08.768866,1166,490,1280,720
person_15,16540,2025-03-18 09:34:09.102488,1166,490,1280,720
person_16,17900,2025-03-18 09:34:54.475148,1166,486,1280,720
person_16,17910,2025-03-18 09:34:54.808770,1166,486,1280,720
person_16,17920,2025-03-18 09:34:55.142393,1166,486,1280,720
person_16,17930,2025-03-18 09:34:55.476015,1166,486,1280,720
person_16,17940,2025-03-18 09:34:55.809638,1166,486,1280,720
person_17,19200,2025-03-18 09:35:37.846072,204,134,1280,720
person_17,19210,2025-03-18 09:35:38.179694,204,134,1280,720
person_17,19220,2025-03-18 09:35:38.513317,204,134,1280,720
person_17,19230,2025-03-18 09:35:38.846939,204,134,1280,720
person_17,19240,2025-03-18 09:35:39.180562,204,134,1280,720
person_18,20550,2025-03-18 09:36:22.885109,1166,486,1280,720
person_18,20560,2025-03-18 09:36:23.218731,1166,486,1280,720
person_18,20570,2025-03-18 09:36:23.552354,1166,486,1280,720
person_18,20580,2025-03-18 09:36:23.885976,1166,486,1280,720
person_18,20590,2025-03-18 09:36:24.219599,1166,486,1280,720
person_19,21150,2025-03-18 09:36:42.902459,781,147,1280,720
person_19,21160,2025-03-18 09:36:43.236081,781,147,1280,720
person_19,21170,2025-03-18 09:36:43.569704,781,147,1280,720
person_19,21180,2025-03-18 09:36:43.903326,781,147,1280,720
person_19,21190,2025-03-18 09:36:44.236949,781,147,1280,720
person_20,22950,2025-03-18 09:37:42.954508,926,370,1280,720
person_20,22960,2025-03-18 09:37:43.288130,926,370,1280,720
person_20,22970,2025-03-18 09:37:43.621753,926,370,1280,720
person_20,22980,2025-03-18 09:37:43.955375,926,370,1280,720
person_20,22990,2025-03-18 09:37:44.288998,926,370,1280,720
person_21,23050,2025-03-18 09:37:46.290733,1129,553,1280,720
person_21,23060,2025-03-18 09:37:46.624355,1129,553,1280,720
person_21,23070,2025-03-18 09:37:46.957978,1129,553,1280,720
person_21,23080,2025-03-18 09:37:47.291600,1129,553,1280,720
person_21,23090,2025-03-18 09:37:47.625223,1129,553,1280,720
person_22,24050,2025-03-18 09:38:19.652982,780,145,1280,720
person_22,24060,2025-03-18 09:38:19.986605,780,145,1280,720
person_22,24070,2025-03-18 09:38:20.320227,780,145,1280,720
person_22,24080,2025-03-18 09:38:20.653850,780,145,1280,720
person_22,24090,2025-03-18 09:38:20.987472,780,145,1280,720
person_23,24150,2025-03-18 09:38:22.989207,1166,501,1280,720
person_23,24160,2025-03-18 09:38:23.322830,1166,501,1280,720
person_23,24170,2025-03-18 09:38:23.656452,1166,501,1280,720
person_23,24180,2025-03-18 09:38:23.990075,1166,501,1280,720
person_23,24190,2025-03-18 09:38:24.323697,1166,501,1280,720
person_24,26250,2025-03-18 09:39:33.049932,483,335,1280,720
person_24,26260,2025-03-18 09:39:33.383554,483,335,1280,720
person_24,26270,2025-03-18 09:39:33.717177,483,335,1280,720
person_24,26280,2025-03-18 09:39:34.050799,483,335,1280,720
person_24,26290,2025-03-18 09:39:34.384422,483,335,1280,720
person_25,27550,2025-03-18 09:40:16.420856,449,448,1280,720
person_25,27560,2025-03-18 09:40:16.754478,449,448,1280,720
person_25,27570,2025-03-18 09:40:17.088101,449,448,1280,720
person_25,27580,2025-03-18 09:40:17.421723,449,448,1280,720
person_25,27590,2025-03-18 09:40:17.755346,449,448,1280,720
person_26,28550,2025-03-18 09:40:49.783106,1166,486,1280,720
person_26,28560,2025-03-18 09:40:50.116728,1166,486,1280,720
person_26,28570,2025-03-18 09:40:50.450351,1166,486,1280,720
person_26,28580,2025-03-18 09:40:50.783973,1166,486,1280,720
person_26,28590,2025-03-18 09:40:51.117596,1166,486,1280,720
person_27,28750,2025-03-18 09:40:56.455555,466,484,1280,720
person_27,28760,2025-03-18 09:40:56.789178,466,484,1280,720
person_27,28770,2025-03-18 09:40:57.122800,466,484,1280,720
person_27,28780,2025-03-18 09:40:57.456423,466,484,1280,720
person_27,28790,2025-03-18 09:40:57.790045,466,484,1280,720
person_28,28850,2025-03-18 09:40:59.791780,777,145,1280,720
person_28,28860,2025-03-18 09:41:00.125403,777,145,1280,720
person_28,28870,2025-03-18 09:41:00.459025,777,145,1280,720
person_28,28880,2025-03-18 09:41:00.792648,777,145,1280,720
person_28,28890,2025-03-18 09:41:01.126270,777,145,1280,720
person_29,28900,2025-03-18 09:41:01.459893,778,148,1280,720
person_29,28910,2025-03-18 09:41:01.793515,778,148,1280,720
person_29,28920,2025-03-18 09:41:02.127138,778,148,1280,720
person_29,28930,2025-03-18 09:41:02.460760,778,148,1280,720
person_29,28940,2025-03-18 09:41:02.794383,778,148,1280,720
person_30,28950,2025-03-18 09:41:03.128005,776,147,1280,720
person_30,28960,2025-03-18 09:41:03.461628,776,147,1280,720
person_30,28970,2025-03-18 09:41:03.795250,776,147,1280,720
person_30,28980,2025-03-18 09:41:04.128873,776,147,1280,720
person_30,28990,2025-03-18 09:41:04.462495,776,147,1280,720
person_31,35200,2025-03-18 09:44:31.642065,471,458,1280,720
person_31,35210,2025-03-18 09:44:31.975688,471,458,1280,720
person_31,35220,2025-03-18 09:44:32.309310,471,458,1280,720
person_31,35230,2025-03-18 09:44:32.642933,471,458,1280,720
person_31,35240,2025-03-18 09:44:32.976555,471,458,1280,720
person_32,38350,2025-03-18 09:46:16.733151,452,455,1280,720
person_32,38360,2025-03-18 09:46:17.066774,452,455,1280,720
person_32,38370,2025-03-18 09:46:17.400396,452,455,1280,720
person_32,38380,2025-03-18 09:46:17.734019,452,455,1280,720
person_32,38390,2025-03-18 09:46:18.067641,452,455,1280,720
person_33,38600,2025-03-18 09:46:25.073714,780,147,1280,720
person_33,38610,2025-03-18 09:46:25.407336,780,147,1280,720
person_33,38620,2025-03-18 09:46:25.740959,780,147,1280,720
person_33,38630,2025-03-18 09:46:26.074581,780,147,1280,720
person_33,38640,2025-03-18 09:46:26.408204,780,147,1280,720
person_34,38700,2025-03-18 09:46:28.409939,455,468,1280,720
person_34,38710,2025-03-18 09:46:28.743561,455,468,1280,720
person_34,38720,2025-03-18 09:46:29.077184,455,468,1280,720
person_34,38730,2025-03-18 09:46:29.410806,455,468,1280,720
person_34,38740,2025-03-18 09:46:29.744429,455,468,1280,720
person_35,38800,2025-03-18 09:46:31.746164,462,466,1280,720
person_35,38810,2025-03-18 09:46:32.079786,462,466,1280,720
person_35,38820,2025-03-18 09:46:32.413409,462,466,1280,720
person_35,38830,2025-03-18 09:46:32.747031,462,466,1280,720
person_35,38840,2025-03-18 09:46:33.080654,462,466,1280,720
person_36,40150,2025-03-18 09:47:16.785201,777,147,1280,720
person_36,40160,2025-03-18 09:47:17.118823,777,147,1280,720
person_36,40170,2025-03-18 09:47:17.452446,777,147,1280,720
person_36,40180,2025-03-18 09:47:17.786068,777,147,1280,720
person_36,40190,2025-03-18 09:47:18.119691,777,147,1280,720
person_37,40200,2025-03-18 09:47:18.453313,218,144,1280,720
person_37,40210,2025-03-18 09:47:18.786936,218,144,1280,720
person_37,40220,2025-03-18 09:47:19.120558,218,144,1280,720
person_37,40230,2025-03-18 09:47:19.454181,218,144,1280,720
person_37,40240,2025-03-18 09:47:19.787803,218,144,1280,720
person_38,40500,2025-03-18 09:47:28.461988,218,169,1280,720
person_38,40510,2025-03-18 09:47:28.795611,218,169,1280,720
person_38,40520,2025-03-18 09:47:29.129233,218,169,1280,720
person_38,40530,2025-03-18 09:47:29.462856,218,169,1280,720
person_38,40540,2025-03-18 09:47:29.796478,218,169,1280,720
person_39,40550,2025-03-18 09:47:30.130101,216,153,1280,720
person_39,40560,2025-03-18 09:47:30.463723,216,153,1280,720
person_39,40570,2025-03-18 09:47:30.797346,216,153,1280,720
person_39,40580,2025-03-18 09:47:31.130968,216,153,1280,720
person_39,40590,2025-03-18 09:47:31.464591,216,153,1280,720
person_40,42150,2025-03-18 09:48:23.509700,778,145,1280,720
person_41,42150,2025-03-18 09:48:23.509700,204,129,1280,720
person_40,42160,2025-03-18 09:48:23.843322,778,145,1280,720
person_41,42160,2025-03-18 09:48:23.843322,204,129,1280,720
person_40,42170,2025-03-18 09:48:24.176945,778,145,1280,720
person_41,42170,2025-03-18 09:48:24.176945,204,129,1280,720
person_40,42180,2025-03-18 09:48:24.510567,778,145,1280,720
person_41,42180,2025-03-18 09:48:24.510567,204,129,1280,720
person_40,42190,2025-03-18 09:48:24.844190,778,145,1280,720
person_41,42190,2025-03-18 09:48:24.844190,204,129,1280,720
person_42,42350,2025-03-18 09:48:30.182150,208,157,1280,720
person_42,42360,2025-03-18 09:48:30.515772,208,157,1280,720
person_42,42370,2025-03-18 09:48:30.849395,208,157,1280,720
person_42,42380,2025-03-18 09:48:31.183017,208,157,1280,720
person_42,42390,2025-03-18 09:48:31.516640,208,157,1280,720
person_43,42450,2025-03-18 09:48:33.518375,456,461,1280,720
person_43,42460,2025-03-18 09:48:33.851997,456,461,1280,720
person_43,42470,2025-03-18 09:48:34.185620,456,461,1280,720
person_43,42480,2025-03-18 09:48:34.519242,456,461,1280,720
person_43,42490,2025-03-18 09:48:34.852865,456,461,1280,720
person_44,42900,2025-03-18 09:48:48.531387,447,467,1280,720
person_44,42910,2025-03-18 09:48:48.865010,447,467,1280,720
person_44,42920,2025-03-18 09:48:49.198632,447,467,1280,720
person_44,42930,2025-03-18 09:48:49.532255,447,467,1280,720
person_44,42940,2025-03-18 09:48:49.865877,447,467,1280,720
person_45,43650,2025-03-18 09:49:13.553074,1166,485,1280,720
person_46,43650,2025-03-18 09:49:13.553074,777,143,1280,720
person_45,43660,2025-03-18 09:49:13.886697,1166,485,1280,720
person_46,43660,2025-03-18 09:49:13.886697,777,143,1280,720
person_45,43670,2025-03-18 09:49:14.220319,1166,485,1280,720
person_46,43670,2025-03-18 09:49:14.220319,777,143,1280,720
person_45,43680,2025-03-18 09:49:14.553942,1166,485,1280,720
person_46,43680,2025-03-18 09:49:14.553942,777,143,1280,720
person_45,43690,2025-03-18 09:49:14.887564,1166,485,1280,720
person_46,43690,2025-03-18 09:49:14.887564,777,143,1280,720
person_47,43700,2025-03-18 09:49:15.221187,777,147,1280,720
person_47,43710,2025-03-18 09:49:15.554809,777,147,1280,720
person_47,43720,2025-03-18 09:49:15.888432,777,147,1280,720
person_47,43730,2025-03-18 09:49:16.222054,777,147,1280,720
person_47,43740,2025-03-18 09:49:16.555677,777,147,1280,720
person_48,43950,2025-03-18 09:49:23.561749,778,145,1280,720
person_48,43960,2025-03-18 09:49:23.895372,778,145,1280,720
person_48,43970,2025-03-18 09:49:24.228994,778,145,1280,720
person_48,43980,2025-03-18 09:49:24.562617,778,145,1280,720
person_48,43990,2025-03-18 09:49:24.896239,778,145,1280,720
person_49,44000,2025-03-18 09:49:25.229862,780,145,1280,720
person_49,44010,2025-03-18 09:49:25.563484,780,145,1280,720
person_49,44020,2025-03-18 09:49:25.897107,780,145,1280,720
person_49,44030,2025-03-18 09:49:26.230729,780,145,1280,720
person_49,44040,2025-03-18 09:49:26.564352,780,145,1280,720
person_50,44050,2025-03-18 09:49:26.897974,780,145,1280,720
person_50,44060,2025-03-18 09:49:27.231597,780,145,1280,720
person_50,44070,2025-03-18 09:49:27.565219,780,145,1280,720
person_50,44080,2025-03-18 09:49:27.898842,780,145,1280,720
person_50,44090,2025-03-18 09:49:28.232464,780,145,1280,720
person_51,45200,2025-03-18 09:50:05.264561,778,153,1280,720
person_51,45210,2025-03-18 09:50:05.598184,778,153,1280,720
person_51,45220,2025-03-18 09:50:05.931806,778,153,1280,720
person_51,45230,2025-03-18 09:50:06.265429,778,153,1280,720
person_51,45240,2025-03-18 09:50:06.599051,778,153,1280,720
person_52,46100,2025-03-18 09:50:35.290586,1166,486,1280,720
person_52,46110,2025-03-18 09:50:35.624208,1166,486,1280,720
person_52,46120,2025-03-18 09:50:35.957831,1166,486,1280,720
person_52,46130,2025-03-18 09:50:36.291453,1166,486,1280,720
person_52,46140,2025-03-18 09:50:36.625076,1166,486,1280,720
person_53,46600,2025-03-18 09:50:51.971711,1186,486,1280,720
person_53,46610,2025-03-18 09:50:52.305333,1186,486,1280,720
person_53,46620,2025-03-18 09:50:52.638956,1186,486,1280,720
person_53,46630,2025-03-18 09:50:52.972578,1186,486,1280,720
person_53,46640,2025-03-18 09:50:53.306201,1186,486,1280,720
person_54,48750,2025-03-18 09:52:03.700547,776,146,1280,720
person_54,48760,2025-03-18 09:52:04.034170,776,146,1280,720
person_54,48770,2025-03-18 09:52:04.367792,776,146,1280,720
person_54,48780,2025-03-18 09:52:04.701415,776,146,1280,720
person_54,48790,2025-03-18 09:52:05.035037,776,146,1280,720
person_55,49300,2025-03-18 09:52:22.049784,778,153,1280,720
person_55,49310,2025-03-18 09:52:22.383407,778,153,1280,720
person_55,49320,2025-03-18 09:52:22.717029,778,153,1280,720
person_55,49330,2025-03-18 09:52:23.050652,778,153,1280,720
person_55,49340,2025-03-18 09:52:23.384274,778,153,1280,720
person_56,50000,2025-03-18 09:52:45.403359,249,372,1280,720
person_56,50010,2025-03-18 09:52:45.736982,249,372,1280,720
person_56,50020,2025-03-18 09:52:46.070604,249,372,1280,720
person_56,50030,2025-03-18 09:52:46.404227,249,372,1280,720
person_56,50040,2025-03-18 09:52:46.737849,249,372,1280,720
person_57,51300,2025-03-18 09:53:28.774284,499,335,1280,720
person_57,51310,2025-03-18 09:53:29.107906,499,335,1280,720
person_57,51320,2025-03-18 09:53:29.441529,499,335,1280,720
person_57,51330,2025-03-18 09:53:29.775151,499,335,1280,720
person_57,51340,2025-03-18 09:53:30.108774,499,335,1280,720
person_58,51850,2025-03-18 09:53:47.123521,815,418,1280,720
person_58,51860,2025-03-18 09:53:47.457143,815,418,1280,720
person_58,51870,2025-03-18 09:53:47.790766,815,418,1280,720
person_58,51880,2025-03-18 09:53:48.124388,815,418,1280,720
person_58,51890,2025-03-18 09:53:48.458011,815,418,1280,720
person_59,54750,2025-03-18 09:55:23.874045,596,261,1280,720
person_59,54760,2025-03-18 09:55:24.207667,596,261,1280,720
person_59,54770,2025-03-18 09:55:24.541290,596,261,1280,720
person_59,54780,2025-03-18 09:55:24.874912,596,261,1280,720
person_59,54790,2025-03-18 09:55:25.208535,596,261,1280,720
person_60,55800,2025-03-18 09:55:58.904407,1166,483,1280,720
person_60,55810,2025-03-18 09:55:59.238029,1166,483,1280,720
person_60,55820,2025-03-18 09:55:59.571652,1166,483,1280,720
person_60,55830,2025-03-18 09:55:59.905274,1166,483,1280,720
person_60,55840,2025-03-18 09:56:00.238897,1166,483,1280,720
person_61,57000,2025-03-18 09:56:38.939106,459,473,1280,720
person_61,57010,2025-03-18 09:56:39.272729,459,473,1280,720
person_61,57020,2025-03-18 09:56:39.606351,459,473,1280,720
person_61,57030,2025-03-18 09:56:39.939974,459,473,1280,720
person_61,57040,2025-03-18 09:56:40.273596,459,473,1280,720
person_62,57250,2025-03-18 09:56:47.279669,464,471,1280,720
person_62,57260,2025-03-18 09:56:47.613291,464,471,1280,720
person_62,57270,2025-03-18 09:56:47.946914,464,471,1280,720
person_62,57280,2025-03-18 09:56:48.280536,464,471,1280,720
person_62,57290,2025-03-18 09:56:48.614159,464,471,1280,720
person_63,57600,2025-03-18 09:56:58.956456,453,475,1280,720
person_63,57610,2025-03-18 09:56:59.290078,453,475,1280,720
person_63,57620,2025-03-18 09:56:59.623701,453,475,1280,720
person_63,57630,2025-03-18 09:56:59.957323,453,475,1280,720
person_63,57640,2025-03-18 09:57:00.290946,453,475,1280,720
person_64,57850,2025-03-18 09:57:07.297018,779,145,1280,720
person_64,57860,2025-03-18 09:57:07.630641,779,145,1280,720
person_64,57870,2025-03-18 09:57:07.964263,779,145,1280,720
person_64,57880,2025-03-18 09:57:08.297886,779,145,1280,720
person_64,57890,2025-03-18 09:57:08.631508,779,145,1280,720
person_65,59150,2025-03-18 09:57:50.667943,446,457,1280,720
person_65,59160,2025-03-18 09:57:51.001565,446,457,1280,720
person_65,59170,2025-03-18 09:57:51.335188,446,457,1280,720
person_65,59180,2025-03-18 09:57:51.668810,446,457,1280,720
person_65,59190,2025-03-18 09:57:52.002433,446,457,1280,720
person_66,59300,2025-03-18 09:57:55.672280,449,466,1280,720
person_66,59310,2025-03-18 09:57:56.005903,449,466,1280,720
person_66,59320,2025-03-18 09:57:56.339525,449,466,1280,720
person_66,59330,2025-03-18 09:57:56.673148,449,466,1280,720
person_66,59340,2025-03-18 09:57:57.006770,449,466,1280,720
person_67,59700,2025-03-18 09:58:09.017180,456,462,1280,720
person_67,59710,2025-03-18 09:58:09.350803,456,462,1280,720
person_67,59720,2025-03-18 09:58:09.684425,456,462,1280,720
person_67,59730,2025-03-18 09:58:10.018048,456,462,1280,720
person_67,59740,2025-03-18 09:58:10.351670,456,462,1280,720
person_68,62100,2025-03-18 09:59:29.086579,778,145,1280,720
person_68,62110,2025-03-18 09:59:29.420202,778,145,1280,720
person_68,62120,2025-03-18 09:59:29.753824,778,145,1280,720
person_68,62130,2025-03-18 09:59:30.087447,778,145,1280,720
person_68,62140,2025-03-18 09:59:30.421069,778,145,1280,720
person_69,62600,2025-03-18 09:59:45.767704,778,145,1280,720
person_69,62610,2025-03-18 09:59:46.101326,778,145,1280,720
person_69,62620,2025-03-18 09:59:46.434949,778,145,1280,720
person_69,62630,2025-03-18 09:59:46.768571,778,145,1280,720
person_69,62640,2025-03-18 09:59:47.102194,778,145,1280,720
person_70,63500,2025-03-18 10:00:15.793728,780,145,1280,720
person_70,63510,2025-03-18 10:00:16.127351,780,145,1280,720
person_70,63520,2025-03-18 10:00:16.460973,780,145,1280,720
person_70,63530,2025-03-18 10:00:16.794596,780,145,1280,720
person_70,63540,2025-03-18 10:00:17.128218,780,145,1280,720
person_71,65350,2025-03-18 10:01:17.513890,623,189,1280,720
person_71,65360,2025-03-18 10:01:17.847513,623,189,1280,720
person_71,65370,2025-03-18 10:01:18.181135,623,189,1280,720
person_71,65380,2025-03-18 10:01:18.514758,623,189,1280,720
person_71,65390,2025-03-18 10:01:18.848380,623,189,1280,720
person_72,68500,2025-03-18 10:03:02.604976,780,145,1280,720
person_72,68510,2025-03-18 10:03:02.938599,780,145,1280,720
person_72,68520,2025-03-18 10:03:03.272221,780,145,1280,720
person_72,68530,2025-03-18 10:03:03.605844,780,145,1280,720
person_72,68540,2025-03-18 10:03:03.939466,780,145,1280,720
person_73,68700,2025-03-18 10:03:09.277426,778,145,1280,720
person_73,68710,2025-03-18 10:03:09.611049,778,145,1280,720
person_73,68720,2025-03-18 10:03:09.944671,778,145,1280,720
person_73,68730,2025-03-18 10:03:10.278294,778,145,1280,720
person_73,68740,2025-03-18 10:03:10.611916,778,145,1280,720
person_74,69400,2025-03-18 10:03:32.631001,233,378,1280,720
person_74,69410,2025-03-18 10:03:32.964624,233,378,1280,720
person_74,69420,2025-03-18 10:03:33.298246,233,378,1280,720
person_74,69430,2025-03-18 10:03:33.631869,233,378,1280,720
person_74,69440,2025-03-18 10:03:33.965491,233,378,1280,720
person_75,69450,2025-03-18 10:03:34.299114,236,388,1280,720
person_75,69460,2025-03-18 10:03:34.632736,236,388,1280,720
person_75,69470,2025-03-18 10:03:34.966358,236,388,1280,720
person_75,69480,2025-03-18 10:03:35.299981,236,388,1280,720
person_75,69490,2025-03-18 10:03:35.633603,236,388,1280,720
person_76,71100,2025-03-18 10:04:29.346825,778,145,1280,720
person_76,71110,2025-03-18 10:04:29.680448,778,145,1280,720
person_76,71120,2025-03-18 10:04:30.014070,778,145,1280,720
person_76,71130,2025-03-18 10:04:30.347693,778,145,1280,720
person_76,71140,2025-03-18 10:04:30.681315,778,145,1280,720
person_77,72500,2025-03-18 10:05:16.053975,459,471,1280,720
person_77,72510,2025-03-18 10:05:16.387597,459,471,1280,720
person_77,72520,2025-03-18 10:05:16.721220,459,471,1280,720
person_77,72530,2025-03-18 10:05:17.054842,459,471,1280,720
person_77,72540,2025-03-18 10:05:17.388465,459,471,1280,720
person_78,73400,2025-03-18 10:05:46.079999,778,145,1280,720
person_78,73410,2025-03-18 10:05:46.413622,778,145,1280,720
person_78,73420,2025-03-18 10:05:46.747244,778,145,1280,720
person_78,73430,2025-03-18 10:05:47.080867,778,145,1280,720
person_78,73440,2025-03-18 10:05:47.414489,778,145,1280,720
person_79,73500,2025-03-18 10:05:49.416224,778,145,1280,720
person_79,73510,2025-03-18 10:05:49.749847,778,145,1280,720
person_79,73520,2025-03-18 10:05:50.083469,778,145,1280,720
person_79,73530,2025-03-18 10:05:50.417092,778,145,1280,720
person_79,73540,2025-03-18 10:05:50.750714,778,145,1280,720
person_80,75250,2025-03-18 10:06:47.800161,470,476,1280,720
person_80,75260,2025-03-18 10:06:48.133784,470,476,1280,720
person_80,75270,2025-03-18 10:06:48.467406,470,476,1280,720
person_80,75280,2025-03-18 10:06:48.801029,470,476,1280,720
person_80,75290,2025-03-18 10:06:49.134651,470,476,1280,720
person_81,75600,2025-03-18 10:06:59.476948,780,145,1280,720
person_81,75610,2025-03-18 10:06:59.810571,780,145,1280,720
person_81,75620,2025-03-18 10:07:00.144193,780,145,1280,720
person_81,75630,2025-03-18 10:07:00.477816,780,145,1280,720
person_81,75640,2025-03-18 10:07:00.811438,780,145,1280,720
person_82,76600,2025-03-18 10:07:32.839198,780,145,1280,720
person_82,76610,2025-03-18 10:07:33.172821,780,145,1280,720
person_82,76620,2025-03-18 10:07:33.506443,780,145,1280,720
person_82,76630,2025-03-18 10:07:33.840066,780,145,1280,720
person_82,76640,2025-03-18 10:07:34.173688,780,145,1280,720
person_83,78200,2025-03-18 10:08:26.218797,1166,484,1280,720
person_83,78210,2025-03-18 10:08:26.552420,1166,484,1280,720
person_83,78220,2025-03-18 10:08:26.886042,1166,484,1280,720
person_83,78230,2025-03-18 10:08:27.219665,1166,484,1280,720
person_83,78240,2025-03-18 10:08:27.553287,1166,484,1280,720
person_84,78400,2025-03-18 10:08:32.891247,777,143,1280,720
person_84,78410,2025-03-18 10:08:33.224870,777,143,1280,720
person_84,78420,2025-03-18 10:08:33.558492,777,143,1280,720
person_84,78430,2025-03-18 10:08:33.892115,777,143,1280,720
person_84,78440,2025-03-18 10:08:34.225737,777,143,1280,720
person_85,79200,2025-03-18 10:08:59.581047,780,139,1280,720
person_85,79210,2025-03-18 10:08:59.914669,780,139,1280,720
person_85,79220,2025-03-18 10:09:00.248292,780,139,1280,720
person_85,79230,2025-03-18 10:09:00.581914,780,139,1280,720
person_85,79240,2025-03-18 10:09:00.915537,780,139,1280,720
person_86,82000,2025-03-18 10:10:32.995346,1023,477,1280,720
person_86,82010,2025-03-18 10:10:33.328968,1023,477,1280,720
person_86,82020,2025-03-18 10:10:33.662591,1023,477,1280,720
